Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
KIN 37 (Section 02),44186,In Person,Fitness Walking,PE: PhysEd,1.0,ACT,TR,08:30AM-09:20AM,James Fonda,YUH106,08/21/23-12/06/23,0,,2023,Fall
KIN 38 (Section 02),42343,In Person,Beginning Jogging,PE: PhysEd,1.0,ACT,TR,09:30AM-10:20AM,James Fonda,YUH106,08/21/23-12/06/23,1,,2023,Fall
KIN 40A (Section 01),49435,In Person,Topics in Modern Dance I,PE: PhysEd,2.0,ACT,TR,,,,,,,2023,Fall
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Maria Basile / Maria Basile,WSQ201,,,,,,,,,,,,2023,Fall
KIN 40A (Section 02),49436,In Person,Topics in Modern Dance I,PE: PhysEd,2.0,ACT,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Maria Basile / Maria Basile,WSQ201,,,,,,,,,,,,2023,Fall
KIN 41A (Section 01),49437,In Person,Topics in Ballet I,PE: PhysEd,2.0,ACT,TR,,,,,,,2023,Fall
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Raphael Boumaila / Raphael Boumaila,WSQ204,,,,,,,,,,,,2023,Fall
KIN 41A (Section 02),49438,In Person,Topics in Ballet I,PE: PhysEd,2.0,ACT,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Maria Basile / Maria Basile,WSQ201,,,,,,,,,,,,2023,Fall
KIN 42A (Section 01),49439,In Person,Topics in Jazz Dance I,PE: PhysEd,2.0,ACT,TR,,,,,,,2023,Fall
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Keith Pinto / Keith Pinto,WSQ106,,,,,,,,,,,,2023,Fall
KIN 42A (Section 02),49440,In Person,Topics in Jazz Dance I,PE: PhysEd,2.0,ACT,TR,,,,,,,2023,Fall
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Keith Pinto / Keith Pinto,WSQ106,,,,,,,,,,,,2023,Fall
KIN 42A (Section 03),49441,In Person,Topics in Jazz Dance I,PE: PhysEd,2.0,ACT,TR,,,,,,,2023,Fall
TBA,TR,,,,,,,,,,,,,2023,Fall
TBA,Keith Pinto / Keith Pinto,WSQ106,,,,,,,,,,,,2023,Fall
KIN 42A (Section 04),49442,In Person,Topics in Jazz Dance I,PE: PhysEd,2.0,ACT,MW,,,,,,,2023,Fall
TBA,MW,,,,,,,,,,,,,2023,Fall
TBA,Francesca Cipponeri,WSQ106,,,,,,,,,,,,2023,Fall
KIN 45A (Section 01),48713,In Person,Beginning Lindy Hop and Night Club Swing,PE: PhysEd,1.0,ACT,MW,12:30PM-01:20PM,Bud Ayers Jr,SPXE178,08/21/23-12/06/23,7,,2023,Fall
KIN 46A (Section 01),48714,In Person,Beginning Social Dance,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Bud Ayers Jr,SPXE178,08/21/23-12/06/23,13,,2023,Fall
KIN 46A (Section 02),48715,In Person,Beginning Social Dance,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Bud Ayers Jr,SPXE178,08/21/23-12/06/23,18,,2023,Fall
KIN 46A (Section 03),48716,In Person,Beginning Social Dance,PE: PhysEd,1.0,ACT,TR,09:30AM-10:20AM,Bud Ayers Jr,SPXE178,08/21/23-12/06/23,19,,2023,Fall
KIN 48A (Section 01),48717,In Person,Beginning Latin Dance,PE: PhysEd,1.0,ACT,TR,11:30AM-12:20PM,Bud Ayers Jr,SPXE178,08/21/23-12/06/23,13,,2023,Fall
KIN 48A (Section 02),48718,In Person,Beginning Latin Dance,PE: PhysEd,1.0,ACT,TR,08:30AM-09:20AM,Bud Ayers Jr,SPXE178,08/21/23-12/06/23,11,,2023,Fall
KIN 49A (Section 01),49443,In Person,Topics in Tap Dance I,PE: PhysEd,1.0,LAB,MW,09:00AM-10:20AM,Francesca Cipponeri,WSQ106,08/21/23-12/06/23,19,,2023,Fall
KIN 50 (Section 01),43396,In Person,Tai Chi (Non-Combative),PE: PhysEd,1.0,ACT,MW,10:30AM-11:20AM,Gong Chen,SPXC107B,08/21/23-12/06/23,2,,2023,Fall
KIN 50 (Section 04),49979,In Person,Tai Chi (Non-Combative),PE: PhysEd,1.0,ACT,MW,03:30PM-04:20PM,Chi-Hsiu Weng,YUH208,08/21/23-12/06/23,10,,2023,Fall
KIN 50 (Section 05),49980,In Person,Tai Chi (Non-Combative),PE: PhysEd,1.0,ACT,MW,04:30PM-05:20PM,Chi-Hsiu Weng,YUH208,08/21/23-12/06/23,7,,2023,Fall
KIN 51A (Section 01),45720,In Person,Beginning Aikido,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Jack Wada,YUH208,08/21/23-12/06/23,4,,2023,Fall
KIN 51A (Section 02),45721,In Person,Beginning Aikido,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Jack Wada,YUH208,08/21/23-12/06/23,2,,2023,Fall
KIN 51B (Section 01),45722,In Person,Intermediate Aikido,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Jack Wada,YUH208,08/21/23-12/06/23,8,,2023,Fall
KIN 52A (Section 01),44596,In Person,Beginning Judo,PE: PhysEd,1.0,ACT,TR,09:30AM-10:20AM,David Williams,YUH208,08/21/23-12/06/23,2,,2023,Fall
KIN 52A (Section 02),44597,In Person,Beginning Judo,PE: PhysEd,1.0,ACT,TR,10:30AM-11:20AM,David Williams,YUH208,08/21/23-12/06/23,0,,2023,Fall
KIN 52B (Section 01),44598,In Person,Intermediate Judo,PE: PhysEd,1.0,ACT,TR,11:30AM-12:20PM,David Williams,YUH208,08/21/23-12/06/23,6,,2023,Fall
KIN 52C (Section 01),40238,In Person,Competitive Judo,PE: PhysEd,1.0,ACT,TBA,TBA,Yoshihiro Uchida / Michael Swain,,08/21/23-12/06/23,4,RA - Requires consent of instructor.,2023,Fall
KIN 53A (Section 01),41416,In Person,Beginning Karate,PE: PhysEd,1.0,ACT,F,08:30AM-10:20AM,Peter Rodriquez,YUH106,08/21/23-12/06/23,3,,2023,Fall
KIN 53A (Section 02),41417,In Person,Beginning Karate,PE: PhysEd,1.0,ACT,F,10:30AM-12:20PM,Peter Rodriquez,YUH106,08/21/23-12/06/23,3,,2023,Fall
KIN 53B (Section 01),41418,In Person,Intermediate Karate,PE: PhysEd,1.0,ACT,F,08:30AM-10:20AM,Peter Rodriquez,YUH106,08/21/23-12/06/23,9,,2023,Fall
KIN 53B (Section 02),42413,In Person,Intermediate Karate,PE: PhysEd,1.0,ACT,F,10:30AM-12:20PM,Peter Rodriquez,YUH106,08/21/23-12/06/23,7,,2023,Fall
KIN 54A (Section 01),41601,In Person,Beginning Tae Kwon Do,PE: PhysEd,1.0,ACT,TR,07:30AM-08:20AM,Jennifer Schachner,YUH208,08/21/23-12/06/23,0,,2023,Fall
KIN 54A (Section 02),41602,In Person,Beginning Tae Kwon Do,PE: PhysEd,1.0,ACT,TR,08:30AM-09:20AM,Jennifer Schachner,YUH208,08/21/23-12/06/23,1,,2023,Fall
KIN 54B (Section 01),43081,In Person,Intermediate Tae Kwon Do,PE: PhysEd,1.0,ACT,TR,08:30AM-09:20AM,Jennifer Schachner,YUH208,08/21/23-12/06/23,1,,2023,Fall
KIN 55A (Section 01),40239,In Person,Beginning Self-Defense,PE: PhysEd,1.0,ACT,MW,11:30AM-12:20PM,Gong Chen,YUH208,08/21/23-12/06/23,0,,2023,Fall
KIN 55A (Section 02),41940,In Person,Beginning Self-Defense,PE: PhysEd,1.0,ACT,MW,12:30PM-01:20PM,Gong Chen,YUH208,08/21/23-12/06/23,0,,2023,Fall
KIN 58A (Section 01),45725,In Person,Introductory Brazilian Jiu-Jitsu,PE: PhysEd,1.0,ACT,MW,01:30PM-02:20PM,Alberto Juarez,YUH208,08/21/23-12/06/23,1,,2023,Fall
KIN 58A (Section 02),45726,In Person,Introductory Brazilian Jiu-Jitsu,PE: PhysEd,1.0,ACT,MW,02:30PM-03:20PM,Alberto Juarez,YUH208,08/21/23-12/06/23,0,,2023,Fall
KIN 61A (Section 01),44188,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,T,02:30PM-04:20PM,Junko Linafelter,SPXE178,08/21/23-12/06/23,1,,2023,Fall
KIN 61A (Section 02),44189,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,F,07:30AM-09:20AM,Suzanne Caughlan,YUH208,08/21/23-12/06/23,2,,2023,Fall
KIN 61A (Section 03),44190,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,F,11:30AM-01:20PM,Suzanne Caughlan,YUH208,08/21/23-12/06/23,5,,2023,Fall
KIN 61A (Section 04),46785,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,TR,12:30PM-01:20PM,Nicole Levine,YUH208,08/21/23-12/06/23,2,,2023,Fall
KIN 61A (Section 05),47175,In Person,Beginning Hatha Yoga,PE: PhysEd,1.0,ACT,R,02:30PM-04:20PM,Junko Linafelter,SPXE178,08/21/23-12/06/23,2,,2023,Fall
KIN 61B (Section 01),40240,In Person,Intermediate Hatha Yoga,PE: PhysEd,1.0,ACT,F,09:30AM-11:20AM,Suzanne Caughlan,YUH208,08/21/23-12/06/23,4,,2023,Fall
KIN 62A (Section 01),46058,In Person,Beginning Ice Skating,PE: PhysEd,1.0,ACT,T,09:30AM-11:10AM,Michelle Gentry,YUH106,08/21/23-12/06/23,0,"LA - Class meets at off-campus location, students must arrange own transportation.",2023,Fall
KIN 62A (Section 02),47177,In Person,Beginning Ice Skating,PE: PhysEd,1.0,ACT,F,08:20AM-10:00AM,Michelle Gentry,YUH106,08/21/23-12/06/23,0,"LA - Class meets at off-campus location, students must arrange own transportation.",2023,Fall
KIN 63A (Section 01),42347,In Person,Beginning Hiking and Backpacking,PE: PhysEd,1.0,ACT,F,01:00PM-03:50PM,Kristine Kirkendall,SPXE163,08/21/23-12/06/23,0,IM - Required field trips (may include weekends).,2023,Fall
KIN 68 (Section 80),41419,Fully Online,Visual Representations of Sport in Popular Culture,GE: C1,3.0,LEC,T,,,,,,,2023,Fall
TBA,T,,,,,,,,,,,,,2023,Fall
TBA,Daniel Murphy,ONLINE,,,,,,,,,,,,2023,Fall
KIN 69 (Section 01),41668,In Person,Stress Management: A Multidisciplinary Perspective,GE: E,3.0,LEC,TR,05:30PM-06:45PM,Thomas Beggs,YUH236,08/21/23-12/06/23,0,,2023,Fall
