Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
NURS 177 (Section 02),47291,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Moninderjeet Agroia,,08/21/23-12/06/23,12,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 177 (Section 03),47292,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Shiela-Lyn Lim,,08/21/23-12/06/23,9,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 177 (Section 04),47293,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Susan Mckenna,,08/21/23-12/06/23,3,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 177 (Section 05),47294,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Denise Dawkins,,08/21/23-12/06/23,12,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 177 (Section 06),47295,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Joey Noel,,08/21/23-12/06/23,9,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 177 (Section 07),47296,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Amy Hu,,08/21/23-12/06/23,12,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 177 (Section 08),47347,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Mojgan Haririfar,,08/21/23-12/06/23,9,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 177 (Section 09),50637,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Suky Sangha,,08/21/23-12/06/23,9,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 177 (Section 10),50638,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Ricardo Ballin,,08/21/23-12/06/23,9,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 177 (Section 11),51053,In Person,Senior Preceptorship,,4.0,CLN,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
NURS 177A (Section 81),50322,Fully Online,Senior Preceptorship,,3.0,CLN,F,12:30PM-03:20PM,Dorothy Moore,ONLINE,08/21/23-12/06/23,3,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus,2023,Fall
NURS 178 (Section 04),49895,In Person,Leadership III,GE: S,3.0,LEC,F,12:30PM-03:00PM,Ricardo Ballin,HB408,08/21/23-12/06/23,0,,2023,Fall
NURS 178 (Section 05),49896,In Person,Leadership III,GE: S,3.0,LEC,F,12:30PM-03:00PM,April Wood,CL310,08/21/23-12/06/23,1,,2023,Fall
NURS 178A (Section 80),44057,Fully Online,Leadership,GE: S,3.0,LEC,F,09:00AM-11:50AM,Tami Boroughf,ONLINE,08/21/23-12/06/23,4,,2023,Fall
NURS 20A (Section 02),49887,In Person,Adult Care Management I,,4.0,LEC,T,11:00AM-02:50PM,April Wood,HB106,08/21/23-12/06/23,0,,2023,Fall
NURS 20B (Section 01),43993,In Person,Adult Care Clinical Practicum I,,3.0,CLN,TBA,TBA,Marilyn Reiss-Carradero,OFFCAMPUS,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
NURS 20B (Section 02),43994,In Person,Adult Care Clinical Practicum I,,3.0,CLN,TBA,TBA,Leah Durden,OFFCAMPUS,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
NURS 20B (Section 03),43995,In Person,Adult Care Clinical Practicum I,,3.0,CLN,TBA,TBA,Debra Law,OFFCAMPUS,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
NURS 20B (Section 04),43996,In Person,Adult Care Clinical Practicum I,,3.0,CLN,TBA,TBA,Miranda Nzoyem,OFFCAMPUS,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
NURS 20B (Section 05),43997,In Person,Adult Care Clinical Practicum I,,3.0,CLN,TBA,TBA,Carolina Cacho,OFFCAMPUS,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
NURS 20B (Section 06),44891,In Person,Adult Care Clinical Practicum I,,3.0,CLN,TBA,TBA,Yilma Gezmu,OFFCAMPUS,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
NURS 20B (Section 07),44892,In Person,Adult Care Clinical Practicum I,,3.0,CLN,TBA,TBA,Staff,OFFCAMPUS,08/21/23-12/06/23,10,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
NURS 22 (Section 01),43998,Fully Online,Health Assessment a Skills in Nursing II,,2.0,LEC,TBA,TBA,Linda Higgins / Renee Billner-Garcia,ONLINE,08/21/23-12/06/23,0,,2023,Fall
NURS 22 (Section 02),43999,In Person,Health Assessment a Skills in Nursing II,,2.0,LAB,R,08:00AM-10:50AM,Linda Higgins,HB311,08/21/23-12/06/23,0,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 22 (Section 03),44001,In Person,Health Assessment a Skills in Nursing II,,2.0,LAB,R,11:00AM-01:50PM,Linda Higgins,HB311,08/21/23-12/06/23,0,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 22 (Section 04),44611,In Person,Health Assessment a Skills in Nursing II,,2.0,LAB,R,02:00PM-04:50PM,Renee Billner-Garcia,HB311,08/21/23-12/06/23,0,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 32 (Section 01),45557,In Person,Health Assessment a Skills III,,1.0,LEC,M,08:00AM-10:00AM,Julianna Youssef,HB311,08/21/23-12/06/23,1,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 32 (Section 02),45558,In Person,Health Assessment a Skills III,,1.0,LEC,M,10:30AM-12:30PM,Julianna Youssef,HB311,08/21/23-12/06/23,0,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 32 (Section 03),45559,In Person,Health Assessment a Skills III,,1.0,LEC,M,01:30PM-03:30PM,Julianna Youssef,HB311,08/21/23-12/06/23,3,RS - Restricted to majors in this department. Contact department for more information.,2023,Fall
NURS 574 (Section 80),44211,Fully Online,The Role of Diversity and Social Issues in Healthcare,,2.0,SEM,TBA,TBA,Denise Dawkins,ONLINE,08/21/23-12/06/23,14,,2023,Fall
NURS 575 (Section 80),44213,Fully Online,Application of Theories in Advanced Nursing Practice,,2.0,SEM,TBA,TBA,Robin Whitney,ONLINE,08/21/23-12/06/23,14,,2023,Fall
NURS 580 (Section 80),43480,Fully Online,DNP Practicum,,6.0,PRA,TBA,TBA,Denise Dawkins / Lisa Walker-Vischer,ONLINE,08/21/23-12/06/23,20,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
NURS 583 (Section 80),44212,Fully Online,Leadership and Professional Responsibility in Complex Healthcare Systems,,2.0,SEM,TBA,TBA,Lisa Walker-Vischer,ONLINE,08/21/23-12/06/23,14,,2023,Fall
NURS 591 (Section 80),44214,Fully Online,Instructional Design and Curriculum Development,,3.0,SEM,TBA,TBA,Dorothy Moore,ONLINE,08/21/23-12/06/23,20,,2023,Fall
NURS 592 (Section 80),44215,Fully Online,Outcomes Evaluation in Practice and Education,,3.0,SEM,TBA,TBA,Ruth Rosenblum,ONLINE,08/21/23-12/06/23,20,,2023,Fall
NURS 595B (Section 01),44522,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Robin Whitney,ONLINE,08/21/23-12/06/23,9,,2023,Fall
NURS 595B (Section 02),44523,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Ruth Rosenblum,ONLINE,08/21/23-12/06/23,8,,2023,Fall
NURS 595B (Section 03),44524,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Denise Dawkins,ONLINE,08/21/23-12/06/23,8,,2023,Fall
NURS 595B (Section 04),44525,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Wei-Chen Wang Tung,ONLINE,08/21/23-12/06/23,9,,2023,Fall
NURS 595B (Section 05),44526,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Lisa Walker-Vischer,ONLINE,08/21/23-12/06/23,8,,2023,Fall
NURS 595B (Section 06),44527,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Michelle Hampton,ONLINE,08/21/23-12/06/23,9,,2023,Fall
NURS 595B (Section 07),44528,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Tamara Mckinnon,ONLINE,08/21/23-12/06/23,9,,2023,Fall
NURS 595B (Section 08),44529,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Staff,ONLINE,08/21/23-12/06/23,10,,2023,Fall
NURS 595B (Section 09),44530,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Staff,ONLINE,08/21/23-12/06/23,10,,2023,Fall
NURS 595B (Section 10),44558,Fully Online,Translating Evidence into Reflective Practice II,,2.0,SUP,TBA,TBA,Staff,ONLINE,08/21/23-12/06/23,10,,2023,Fall
OCTH 201A (Section 80),40274,Fully Online,Field Work Experience,,6.0,SUP,TBA,TBA,Cesar Arada,ONLINE,08/21/23-12/06/23,20,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
