Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
MUSC 35A (Section 06),46111,In Person,Woodwinds 1,,2.0,SUP,TBA,TBA,Michael Hernandez,,08/21/23-12/06/23,0,,2023,Fall
MUSC 35B (Section 02),44690,In Person,Woodwinds 2,,2.0,SUP,TBA,TBA,Ray Furuta,,08/21/23-12/06/23,3,RO - Not available to Open University students.,2023,Fall
MUSC 35CX (Section 02),48965,In Person,Woodwinds 3,,1.0,SUP,TBA,TBA,Steve Sanchez,,08/21/23-12/06/23,2,,2023,Fall
MUSC 37B (Section 01),43361,In Person,Percussion 2,,2.0,SUP,TBA,TBA,Divesh Karamchandani,,08/21/23-12/06/23,2,,2023,Fall
MUSC 37CX (Section 01),43362,In Person,Applied Percussion 3,,1.0,SUP,TBA,TBA,Divesh Karamchandani,,08/21/23-12/06/23,3,,2023,Fall
MUSC 38E (Section 01),46130,In Person,Composition 4,,2.0,SUP,TBA,TBA,Pablo Furman,,08/21/23-12/06/23,3,,2023,Fall
MUSC 38E (Section 02),46131,In Person,Composition 4,,2.0,SUP,TBA,TBA,Christopher Luna-Mega,,08/21/23-12/06/23,3,,2023,Fall
MUSC 39AX (Section 06),44688,In Person,"Jazz: Improvisation, Composition or Arranging 1",,1.0,SUP,TBA,TBA,Aaron Lington,,08/21/23-12/06/23,1,RO - Not available to Open University students.,2023,Fall
MUSC 3A (Section 01),41233,In Person,Music Systems IIIA,,2.0,SEM,TR,10:30AM-11:20AM,Brian Ciach,MUS210,08/21/23-12/06/23,15,,2023,Fall
MUSC 3B (Section 01),41234,In Person,Music Systems IIIB,,1.0,ACT,TR,11:30AM-12:20PM,Brian Ciach,MUS210,08/21/23-12/06/23,21,,2023,Fall
MUSC 40A (Section 01),40131,In Person,Jazz Improvisation - I,,2.0,SEM,TR,09:30AM-10:00AM,Thomas Langan,MUS176,08/21/23-12/06/23,3,,2023,Fall
MUSC 40A (Section 02),40132,In Person,Jazz Improvisation - I,,0,ACT,TR,10:00AM-10:50AM,Thomas Langan,MUS176,08/21/23-12/06/23,3,,2023,Fall
MUSC 41A (Section 01),40490,In Person,Applied Lyric Diction,,1.0,ACT,F,01:30PM-03:20PM,Jacque Scharlach,MUS250,08/21/23-12/06/23,2,,2023,Fall
MUSC 4A (Section 01),50149,In Person,Music Systems IVA,GE: C1,2.0,SEM,TR,10:30AM-11:20AM,Jon Yu,MUS160,08/21/23-12/06/23,10,,2023,Fall
MUSC 4B (Section 01),50150,In Person,Music Systems IVB,GE: C1,1.0,ACT,TR,11:30AM-12:20PM,Jon Yu,MUS160,08/21/23-12/06/23,10,,2023,Fall
MUSC 50A (Section 01),40870,In Person,ENS: Concert Choir,,1.0,ACT,MW,12:00PM-01:50PM,Corie Brown,MUS150,08/21/23-12/06/23,6,RC - Requires department release of permission number.,2023,Fall
MUSC 51 (Section 03),44429,In Person,ENS: University Chorales,,1.0,ACT,MW,02:00PM-02:50PM,Jeffrey Benson,MUS182,08/21/23-12/06/23,20,,2023,Fall
MUSC 51 (Section 04),44489,In Person,ENS: University Chorales,,1.0,ACT,TR,03:30PM-04:20PM,Corie Brown,MUS150,08/21/23-12/06/23,16,,2023,Fall
MUSC 52 (Section 02),44432,In Person,ENS: Opera Theater,,1.0,ACT,MW,02:00PM-03:50PM,Tara Branham,MUS176,08/21/23-12/06/23,11,,2023,Fall
MUSC 53 (Section 01),40872,In Person,ENS: University Symphony Orchestra,,1.0,ACT,TR,01:30PM-03:20PM,Fred Cohen,MUS176,08/21/23-12/06/23,12,,2023,Fall
MUSC 54 (Section 01),40889,In Person,ENS: Symphonic Band,,1.0,ACT,TR,03:30PM-05:20PM,Craig Mckenzie,MUS176,08/21/23-12/06/23,29,,2023,Fall
MUSC 55 (Section 01),40886,In Person,ENS: Wind Ensemble,,1.0,ACT,MW,12:00PM-01:50PM,Craig Mckenzie,MUS176,08/21/23-12/06/23,27,,2023,Fall
MUSC 56 (Section 02),46717,In Person,ENS: Spartan Marching Band,,1.0,ACT,MWF,03:30PM-05:45PM,Craig Mckenzie,OFFCAMPUS,08/21/23-12/06/23,0,RC - Requires department release of permission number.,2023,Fall
MUSC 57 (Section 01),40873,In Person,ENS: Jazz Orchestra,,1.0,ACT,TR,01:30PM-03:20PM,Aaron Lington,MUS182,08/21/23-12/06/23,14,,2023,Fall
MUSC 59 (Section 01),40874,In Person,ENS: Afro-Latin Jazz Ensemble,,1.0,ACT,MW,12:00PM-01:50PM,Jeffrey Lewis,MUS186,08/21/23-12/06/23,9,,2023,Fall
MUSC 60A (Section 01),40875,In Person,ENS: Choraliers,,1.0,ACT,TR,01:30PM-03:20PM,Jeffrey Benson,MUS150,08/21/23-12/06/23,7,RA - Requires consent of instructor.,2023,Fall
MUSC 60C (Section 03),43594,In Person,ENS: Chamber Music,,1.0,ACT,TBA,TBA,Michael Hernandez,,08/21/23-12/06/23,9,RA - Requires consent of instructor.,2023,Fall
MUSC 60C (Section 04),43087,In Person,ENS: Chamber Music,,1.0,ACT,TBA,TBA,Catalina Barraza,,08/21/23-12/06/23,7,RA - Requires consent of instructor.,2023,Fall
MUSC 60C (Section 05),46750,In Person,ENS: Chamber Music,,1.0,ACT,TBA,TBA,Yueh Chou,,08/21/23-12/06/23,3,,2023,Fall
MUSC 60C (Section 06),46826,In Person,ENS: Chamber Music,,1.0,ACT,TBA,TBA,Ray Furuta,,08/21/23-12/06/23,8,,2023,Fall
MUSC 60C (Section 07),46978,In Person,ENS: Chamber Music,,1.0,ACT,M,02:00PM-03:30PM,Caitlyn Smith Franklin,OFFCAMPUS,08/21/23-12/06/23,9,,2023,Fall
