Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
KIN 198 (Section 05),43760,In Person,Internship in Kinesiology,,5.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,0,,2023,Fall
KIN 19A (Section 01),40230,In Person,Beginning Soccer,PE: PhysEd,1.0,ACT,T,08:30AM-10:20AM,Martha Behler,YUH106,08/21/23-12/06/23,0,"LA - Class meets at off-campus location, students must arrange own transportation.",2023,Fall
KIN 19A (Section 02),40652,In Person,Beginning Soccer,PE: PhysEd,1.0,ACT,W,09:30AM-11:20AM,Martha Behler,YUH106,08/21/23-12/06/23,0,"LA - Class meets at off-campus location, students must arrange own transportation.",2023,Fall
KIN 19B (Section 01),42412,In Person,Intermediate Soccer,PE: PhysEd,1.0,ACT,T,10:30AM-12:20PM,Martha Behler,YUH106,08/21/23-12/06/23,0,"LA - Class meets at off-campus location, students must arrange own transportation.",2023,Fall
KIN 20A (Section 01),40611,In Person,Beginning Badminton,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Lei Cai,SPXC107B,08/21/23-12/06/23,0,,2023,Fall
KIN 20A (Section 02),41410,In Person,Beginning Badminton,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Lei Cai,SPXC107B,08/21/23-12/06/23,0,,2023,Fall
KIN 20A (Section 03),41411,In Person,Beginning Badminton,PE: PhysEd,1.0,ACT,TR,08:30AM-09:20AM,Lei Cai,SPXC107B,08/21/23-12/06/23,0,,2023,Fall
KIN 20A (Section 04),41664,In Person,Beginning Badminton,PE: PhysEd,1.0,ACT,TR,09:30AM-10:20AM,Lei Cai,SPXC107B,08/21/23-12/06/23,2,,2023,Fall
KIN 20B (Section 01),40613,In Person,Intermediate Badminton,PE: PhysEd,1.0,ACT,F,08:30AM-10:20AM,Lei Cai,SPXC107B,08/21/23-12/06/23,0,,2023,Fall
KIN 20C (Section 01),40231,In Person,Advanced Badminton,PE: PhysEd,1.0,ACT,F,08:30AM-10:20AM,Lei Cai,SPXC107B,08/21/23-12/06/23,1,,2023,Fall
KIN 21A (Section 02),47091,In Person,Beginning Tennis,PE: PhysEd,1.0,ACT,T,10:00AM-11:50AM,Rick Mougin,SCCOURTS,08/21/23-12/06/23,0,"LA - Class meets at off-campus location, students must arrange own transportation.",2023,Fall
KIN 21A (Section 03),50778,In Person,Beginning Tennis,PE: PhysEd,1.0,ACT,W,05:00PM-06:50PM,Lara Marco Mas,SCCOURTS,08/21/23-12/06/23,4,"LA - Class meets at off-campus location, students must arrange own transportation.",2023,Fall
KIN 21B (Section 01),47092,In Person,Intermediate Tennis,PE: PhysEd,1.0,ACT,M,10:00AM-11:50AM,Anh-Dao Nguyen-Church,SCCOURTS,08/21/23-12/06/23,4,"LA - Class meets at off-campus location, students must arrange own transportation.",2023,Fall
KIN 23A (Section 01),44161,In Person,Beginning Archery,PE: PhysEd,1.0,ACT,T,12:30PM-02:20PM,Nicolas Fraire,SPXE160,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 23A (Section 02),44162,In Person,Beginning Archery,PE: PhysEd,1.0,ACT,R,12:30PM-02:20PM,Nicolas Fraire,SPXE160,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 23B (Section 01),44163,In Person,Intermediate Archery,PE: PhysEd,1.0,ACT,R,12:30PM-02:20PM,Nicolas Fraire,SPXE160,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 24A (Section 01),44173,In Person,Beginning Bowling,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Miles Pascal-Gonzales,SUALLEY,08/21/23-12/06/23,0,FB - Additional fees and/or materials required. Contact department office.,2023,Fall
KIN 24A (Section 03),44175,In Person,Beginning Bowling,PE: PhysEd,1.0,ACT,TR,08:30AM-09:20AM,Miles Pascal-Gonzales,SUALLEY,08/21/23-12/06/23,0,FB - Additional fees and/or materials required. Contact department office.,2023,Fall
KIN 24B (Section 01),44176,In Person,Intermediate Bowling,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Miles Pascal-Gonzales,SUALLEY,08/21/23-12/06/23,0,FB - Additional fees and/or materials required. Contact department office.,2023,Fall
KIN 250 (Section 01),40244,In Person,Fundamentals of Quantitative Research,GWAR,3.0,SEM,M,04:00PM-06:45PM,Emily Wughalter,SPXE163,08/21/23-12/06/23,0,,2023,Fall
KIN 251 (Section 01),40245,In Person,Fundamentals of Qualitative Research,GWAR,3.0,SEM,T,07:00PM-09:45PM,Ted Butryn,SPXC153,08/21/23-12/06/23,2,,2023,Fall
KIN 255 (Section 01),44005,In Person,Advanced Exercise Physiology,,3.0,SEM,W,04:00PM-06:45PM,Peggy Plato,YUH233,08/21/23-12/06/23,0,PV - Prerequisite courses required. See course description.,2023,Fall
KIN 257 (Section 01),48421,In Person,Biomechanics,,3.0,SEM,T,04:00PM-06:45PM,Li Jin,SPXE163,08/21/23-12/06/23,4,PV - Prerequisite courses required. See course description.,2023,Fall
KIN 25A (Section 01),42867,In Person,Beginning Golf,PE: PhysEd,1.0,ACT,TR,09:30AM-10:20AM,Jeffrey Sanchez,YUH106,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 25A (Section 02),42868,In Person,Beginning Golf,PE: PhysEd,1.0,ACT,TR,11:30AM-12:20PM,Jeffrey Sanchez,YUH106,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 25A (Section 03),42869,In Person,Beginning Golf,PE: PhysEd,1.0,ACT,TR,12:30PM-01:20PM,Jeffrey Sanchez,YUH106,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 25A (Section 04),48700,In Person,Beginning Golf,PE: PhysEd,1.0,ACT,M,09:30AM-11:20AM,Martha Behler,YUH106,08/21/23-12/06/23,0,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 25B (Section 01),42390,In Person,Intermediate Golf,PE: PhysEd,1.0,ACT,TR,10:30AM-11:20AM,Jeffrey Sanchez,YUH106,08/21/23-12/06/23,15,,2023,Fall
"LA - Class meets at off-campus location, students must arrange own transportation.",,,,,,,,,,,,,,2023,Fall
KIN 267 (Section 01),43422,In Person,Advanced Sport Psychology,,3.0,SEM,R,04:00PM-06:45PM,Ted Butryn,SPXC153,08/21/23-12/06/23,2,PV - Prerequisite courses required. See course description.,2023,Fall
KIN 27A (Section 01),41665,In Person,Beginning Table Tennis,PE: PhysEd,1.0,ACT,MW,07:30AM-08:20AM,Gong Chen,SPXC107A,08/21/23-12/06/23,1,,2023,Fall
KIN 27A (Section 02),42338,In Person,Beginning Table Tennis,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Gong Chen,SPXC107A,08/21/23-12/06/23,0,,2023,Fall
KIN 27A (Section 03),42339,In Person,Beginning Table Tennis,PE: PhysEd,1.0,ACT,MW,10:30AM-11:20AM,Lei Cai,SPXC107A,08/21/23-12/06/23,0,,2023,Fall
KIN 27A (Section 04),42340,In Person,Beginning Table Tennis,PE: PhysEd,1.0,ACT,F,10:30AM-12:20PM,Lei Cai,SPXC107A,08/21/23-12/06/23,2,,2023,Fall
KIN 280 (Section 01),40250,In Person,Advanced Fieldwork in Sport Management,,1.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,5,,2023,Fall
KIN 280 (Section 02),40397,In Person,Advanced Fieldwork in Sport Management,,2.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,4,,2023,Fall
KIN 280 (Section 03),40398,In Person,Advanced Fieldwork in Sport Management,,3.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,0,,2023,Fall
KIN 282 (Section 01),40496,In Person,Marketing and Social Aspects of Sport,,3.0,SEM,T,04:00PM-06:45PM,Lamont Williams,SPXC153,08/21/23-12/06/23,2,PC - Prereq - Graduate student status.,2023,Fall
KIN 283 (Section 01),40911,In Person,"Management, Leadership and Communication in Sport",,3.0,SEM,M,07:00PM-09:45PM,Lamont Williams,SPXC153,08/21/23-12/06/23,5,PC - Prereq - Graduate student status.,2023,Fall
KIN 285 (Section 01),40251,In Person,Internship in Kinesiology,,1.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,4,,2023,Fall
KIN 285 (Section 02),40399,In Person,Internship in Kinesiology,,2.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,5,,2023,Fall
KIN 285 (Section 03),40400,In Person,Internship in Kinesiology,,3.0,SUP,TBA,TBA,Cole Armstrong / Matt Crockett,,08/21/23-12/06/23,0,,2023,Fall
KIN 285 (Section 04),50916,In Person,Internship in Kinesiology,,3.0,SUP,TBA,TBA,Carina Rodriguez-Tsai,,08/21/23-12/06/23,4,,2023,Fall
KIN 286 (Section 01),41236,In Person,Independent Study,,1.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
KIN 286 (Section 02),41237,In Person,Independent Study,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
KIN 286 (Section 03),41238,In Person,Independent Study,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,10,,2023,Fall
KIN 28A (Section 01),44177,In Person,Beginning Gymnastics,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Jada Mazury,SPXC231,08/21/23-12/06/23,0,,2023,Fall
KIN 28A (Section 02),44178,In Person,Beginning Gymnastics,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Jada Mazury,SPXC231,08/21/23-12/06/23,0,,2023,Fall
KIN 29 (Section 01),41666,In Person,Cardio Kickboxing,PE: PhysEd,1.0,ACT,MW,10:30AM-11:20AM,Nao Kaizaki,SPXE178,08/21/23-12/06/23,0,,2023,Fall
KIN 29 (Section 02),49976,In Person,Cardio Kickboxing,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Nao Kaizaki,SPXC107A,08/21/23-12/06/23,4,,2023,Fall
KIN 298 (Section 01),40252,In Person,Master's Project,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,5,,2023,Fall
KIN 299 (Section 01),40259,In Person,Master's Thesis,,1.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,5,,2023,Fall
KIN 299 (Section 02),40401,In Person,Master's Thesis,,2.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,5,,2023,Fall
KIN 299 (Section 03),40402,In Person,Master's Thesis,,3.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,5,,2023,Fall
KIN 299 (Section 04),40403,In Person,Master's Thesis,,6.0,SUP,TBA,TBA,Staff,,08/21/23-12/06/23,5,,2023,Fall
KIN 2A (Section 01),44075,In Person,Beginning Swimming,PE: PhysEd,1.0,ACT,MW,08:30AM-09:20AM,Christian May,SPXE180,08/21/23-12/06/23,1,,2023,Fall
KIN 2A (Section 02),44076,In Person,Beginning Swimming,PE: PhysEd,1.0,ACT,MW,09:30AM-10:20AM,Christian May,SPXE180,08/21/23-12/06/23,4,,2023,Fall
