Section,Class Number,Mode of Instruction,Course Title,Satisfies,Units,Type,Days,Times,Instructor,Location,Dates,Open Seats,Notes,Year,Semester
CHEM 180 (Section 27),51093,In Person,Individual Studies,,1.0,SUP,TBA,TBA,Annalise Van Wyngarden,,08/21/23-12/06/23,11,RO - Not available to Open University students.,2023,Fall
CHEM 184 (Section 01),44679,In Person,Directed Reading,,1.0,SUP,TBA,TBA,Karen Singmaster,,08/21/23-12/06/23,5,RO - Not available to Open University students.,2023,Fall
CHEM 191 (Section 02),46819,In Person,Undergraduate Seminar,,0.5,SEM,T,03:30PM-04:45PM,Ningkun Wang / Taylor Arhar,,08/21/23-12/06/23,20,,2023,Fall
CHEM 1A (Section 01),40080,In Person,General Chemistry,GE: B1+B3,5.0,LEC,MWF,09:30AM-10:20AM,Resa Kelly,SCI142,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 02),40081,In Person,General Chemistry,GE: B1+B3,5.0,LEC,MWF,10:30AM-11:20AM,Melody Esfandiari,MD101,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 03),41318,In Person,General Chemistry,GE: B1+B3,5.0,LEC,MWF,01:30PM-02:20PM,John Diniz,MD101,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 04),40820,In Person,General Chemistry,,0,SEM,F,07:30AM-08:20AM,Niloofar Salehi,SCI142,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 05),40082,In Person,General Chemistry,,0,SEM,F,08:30AM-09:20AM,Niloofar Salehi,SCI142,08/21/23-12/06/23,10,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 06),41321,In Person,General Chemistry,,0,SEM,F,09:30AM-10:20AM,Kala Padmanabhan,WSQ109,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 07),40551,In Person,General Chemistry,,0,SEM,F,10:30AM-11:20AM,John Diniz,SCI164,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 08),40647,In Person,General Chemistry,,0,SEM,F,11:30AM-12:20PM,Kala Padmanabhan,SCI142,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 09),40083,In Person,General Chemistry,,0,SEM,F,12:30PM-01:20PM,Kala Padmanabhan,SCI142,08/21/23-12/06/23,1,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 10),40084,In Person,General Chemistry,,0,LAB,T,07:30AM-10:20AM,Minh Hoang Huynh,DH412,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 11),40085,In Person,General Chemistry,,0,LAB,T,07:30AM-10:20AM,Karen Singmaster / Elizabeth Migicovsky,DH506,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 12),40086,In Person,General Chemistry,,0,LAB,T,10:30AM-01:20PM,Xiao Wang,DH412,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 13),40087,In Person,General Chemistry,,0,LAB,T,10:30AM-01:20PM,Kala Padmanabhan,DH506,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 14),40088,In Person,General Chemistry,,0,LAB,T,02:30PM-05:20PM,Xiao Wang,DH412,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
CHEM 1A (Section 15),40089,In Person,General Chemistry,,0,LAB,T,02:30PM-05:20PM,Shreeyukta Singh,DH506,08/21/23-12/06/23,0,CB - Students must register in an entire block of courses. Contact department office.,2023,Fall
