Section,Number,Mode,Title,Satifies,Unit,Type,Days,Times,Instructor,Location,Dates,Seats,Year,Semester
CMPE 125 (Section 06),29933,In Person,Digital Design II,,3.0,LAB,W,03:00PM-05:50PM,Ruthu Shankar Lnu,ENG288,01/24/24-05/13/24,0,2024,Spring
CMPE 126 (Section 01),21967,In Person,Algorithms and Data Structure Design,,3.0,LEC,TR,09:00AM-09:50AM,Faramarz Mortezaie,ENG325,01/24/24-05/13/24,0,2024,Spring
CMPE 126 (Section 02),21968,In Person,Algorithms and Data Structure Design,,3.0,LAB,T,02:30PM-05:20PM,Gaurav Sarkar,ENG206,01/24/24-05/13/24,0,2024,Spring
CMPE 126 (Section 03),22619,In Person,Algorithms and Data Structure Design,,3.0,LAB,R,02:30PM-05:20PM,Gaurav Sarkar,ENG206,01/24/24-05/13/24,0,2024,Spring
CMPE 126 (Section 04),27066,In Person,Algorithms and Data Structure Design,,3.0,LEC,TR,10:30AM-11:20AM,Mahima Agumbe Suresh,ENG337,01/24/24-05/13/24,0,2024,Spring
CMPE 126 (Section 06),29975,In Person,Algorithms and Data Structure Design,,3.0,LAB,F,09:00AM-11:50AM,Rithik Reddy Katpally,ENG206,01/24/24-05/13/24,0,2024,Spring
CMPE 126 (Section 08),30526,In Person,Algorithms and Data Structure Design,,3.0,LAB,F,01:00PM-03:50PM,Rithik Reddy Katpally,ENG206,01/24/24-05/13/24,8,2024,Spring
CMPE 127 (Section 02),21970,In Person,Microprocessor Design I,,3.0,LAB,T,09:00AM-11:45AM,Parul Bansal,ENG268,01/24/24-05/13/24,12,2024,Spring
CMPE 127 (Section 03),21971,In Person,Microprocessor Design I,,3.0,LAB,T,01:30PM-04:20PM,Parul Bansal,ENG268,01/24/24-05/13/24,0,2024,Spring
CMPE 127 (Section 04),26762,In Person,Microprocessor Design I,,3.0,SEM,MW,12:00PM-12:50PM,Charan Bhaskar,ENG343,01/24/24-05/13/24,0,2024,Spring
CMPE 127 (Section 06),29974,In Person,Microprocessor Design I,,3.0,LAB,M,01:00PM-03:50PM,Lavanya Lankalapilli,ENG268,01/24/24-05/13/24,0,2024,Spring
CMPE 130 (Section 02),29720,In Person,Advanced Algorithm Design,,3.0,LEC,R,06:00PM-08:45PM,Pouya Ostovari,BBC125,01/24/24-05/13/24,0,2024,Spring
CMPE 130 (Section 03),30287,In Person,Advanced Algorithm Design,,3.0,LEC,TR,04:30PM-05:45PM,Frank Lin,ENG325,01/24/24-05/13/24,5,2024,Spring
CMPE 131 (Section 01),21972,In Person,Software Engineering I,,3.0,SEM,T,06:00PM-08:45PM,Andrew Bond,ENG325,01/24/24-05/13/24,0,2024,Spring
CMPE 131 (Section 03),22316,In Person,Software Engineering I,,3.0,SEM,R,06:00PM-08:45PM,Frank Butt,ENG337,01/24/24-05/13/24,3,2024,Spring
CMPE 131 (Section 04),29845,In Person,Software Engineering I,,3.0,SEM,MW,03:00PM-04:15PM,Jahan Ghofraniha,ENG325,01/24/24-05/13/24,1,2024,Spring
CMPE 131 (Section 80),27069,Fully Online,Software Engineering I,,3.0,SEM,MW,01:30PM-02:45PM,Weider Yu,ONLINE,01/24/24-05/13/24,4,2024,Spring
CMPE 133 (Section 01),22481,In Person,Software Engineering II,,3.0,LEC,W,06:00PM-08:45PM,Ishie Eswar,ENG337,01/24/24-05/13/24,0,2024,Spring
CMPE 133 (Section 02),22668,In Person,Software Engineering II,,3.0,LEC,T,06:00PM-08:45PM,Ishie Eswar,ENG337,01/24/24-05/13/24,0,2024,Spring
CMPE 140 (Section 04),29722,In Person,Computer Architecture and Design,,3.0,SEM,MW,08:00AM-08:50AM,Bhawandeep Singh Harsh,ENG337,01/24/24-05/13/24,0,2024,Spring
CMPE 140 (Section 05),29723,In Person,Computer Architecture and Design,,3.0,LAB,T,09:00AM-11:50AM,Bhawandeep Singh Harsh / Sanjayvarma Pandeti,ENG288,01/24/24-05/13/24,0,2024,Spring
CMPE 140 (Section 06),29725,In Person,Computer Architecture and Design,,3.0,LAB,R,09:00AM-11:50AM,Bhawandeep Singh Harsh / Prashansa Evangeline Bonapalle,ENG288,01/24/24-05/13/24,0,2024,Spring
CMPE 142 (Section 01),22483,In Person,Operating Systems Design,,3.0,SEM,MW,12:00PM-01:15PM,Ben Reed,ENG206,01/24/24-05/13/24,9,2024,Spring
CMPE 142 (Section 02),27070,In Person,Operating Systems Design,,3.0,SEM,W,06:00PM-08:45PM,Juan Gomez,CL202,01/24/24-05/13/24,0,2024,Spring
CMPE 146 (Section 01),21973,In Person,Real-Time Embedded System Co-Design,,3.0,SEM,MW,01:30PM-02:20PM,Wo-Tak Wu,ENG340,01/24/24-05/13/24,17,2024,Spring
CMPE 146 (Section 02),21974,In Person,Real-Time Embedded System Co-Design,,3.0,LAB,M,03:00PM-05:50PM,Wo-Tak Wu,ENG405,01/24/24-05/13/24,10,2024,Spring
CMPE 146 (Section 03),22789,In Person,Real-Time Embedded System Co-Design,,3.0,LAB,W,03:00PM-05:50PM,Wo-Tak Wu,ENG405,01/24/24-05/13/24,7,2024,Spring
CMPE 146 (Section 04),30479,In Person,Real-Time Embedded System Co-Design,,3.0,SEM,MW,03:00PM-03:50PM,Bhawandeep Singh Harsh,ENG337,01/24/24-05/13/24,0,2024,Spring
CMPE 146 (Section 05),30480,In Person,Real-Time Embedded System Co-Design,,3.0,LAB,W,09:00AM-11:50AM,Bhawandeep Singh Harsh / Harjot Singh,ENG405,01/24/24-05/13/24,0,2024,Spring
CMPE 148 (Section 01),21975,In Person,Computer Networks I,,3.0,SEM,T,06:00PM-08:45PM,Eric Vanuska,ENG340,01/24/24-05/13/24,0,2024,Spring
CMPE 148 (Section 02),23270,In Person,Computer Networks I,,3.0,SEM,M,06:00PM-08:45PM,Mark Ammar Rayes,ENG325,01/24/24-05/13/24,0,2024,Spring
CMPE 148 (Section 03),23486,In Person,Computer Networks I,,3.0,SEM,R,06:00PM-08:45PM,Balaji Venkatraman,ENG340,01/24/24-05/13/24,1,2024,Spring
CMPE 152 (Section 01),22484,In Person,Compiler Design,,3.0,LEC,MW,09:00AM-10:15AM,Charan Bhaskar,ENG340,01/24/24-05/13/24,0,2024,Spring
CMPE 165 (Section 01),22730,In Person,Software Engineering Process Management,,3.0,SEM,M,06:00PM-08:45PM,Ishie Eswar,ENG337,01/24/24-05/13/24,0,2024,Spring
CMPE 165 (Section 04),30339,In Person,Software Engineering Process Management,,3.0,SEM,MW,04:30PM-05:45PM,Ishie Eswar,ENG403,01/24/24-05/13/24,13,2024,Spring
CMPE 172 (Section 01),22735,In Person,Enterprise Software Platforms,,3.0,LEC,M,06:00PM-08:45PM,Chandrasekar Vuppalapati,ENG340,01/24/24-05/13/24,0,2024,Spring
CMPE 172 (Section 02),22731,In Person,Enterprise Software Platforms,,3.0,LEC,MW,03:00PM-04:15PM,Charan Bhaskar,ENG340,01/24/24-05/13/24,0,2024,Spring
CMPE 187 (Section 01),21994,In Person,Software Quality Engineering,,3.0,SEM,TR,03:00PM-04:15PM,Zeyu Gao,ENG337,01/24/24-05/13/24,4,2024,Spring
CMPE 187 (Section 02),23341,In Person,Software Quality Engineering,,3.0,SEM,MW,04:30PM-05:45PM,Zeyu Gao,ENG337,01/24/24-05/13/24,8,2024,Spring
CMPE 195A (Section 01),21995,In Person,Senior Design Project I,GE: S,2.0,LAB,F,03:00PM-05:45PM,Ishie Eswar,ENG189,01/24/24-05/13/24,0,2024,Spring
CMPE 195B (Section 01),21997,In Person,Senior Design Project II,GE: V,3.0,LAB,F,03:00PM-05:45PM,Ishie Eswar,ENG189,01/24/24-05/13/24,0,2024,Spring
CMPE 195B (Section 02),29919,In Person,Senior Design Project II,GE: V,3.0,LAB,F,03:00PM-05:45PM,Mahima Agumbe Suresh / Ishie Eswar,ENG189,01/24/24-05/13/24,1,2024,Spring
CMPE 195B (Section 03),29920,In Person,Senior Design Project II,GE: V,3.0,LAB,F,03:00PM-05:45PM,Ishie Eswar,ENG189,01/24/24-05/13/24,8,2024,Spring
CS 42 (Section 01),29080,In Person,Discrete Mathematics,,3.0,SEM,MW,10:30AM-11:45AM,Richard Low,MH320,01/24/24-05/13/24,30,2024,Spring
CS 42 (Section 02),29081,In Person,Discrete Mathematics,,3.0,SEM,MW,12:00PM-01:15PM,Mohammad Saleem,MH323,01/24/24-05/13/24,28,2024,Spring
CS 42 (Section 03),29082,In Person,Discrete Mathematics,,3.0,SEM,MW,01:30PM-02:45PM,Richard Low,MH320,01/24/24-05/13/24,27,2024,Spring
CS 42 (Section 04),29083,In Person,Discrete Mathematics,,3.0,SEM,TR,12:00PM-01:15PM,Lining Wang,MH424,01/24/24-05/13/24,30,2024,Spring
CS 42 (Section 05),29084,In Person,Discrete Mathematics,,3.0,SEM,TR,01:30PM-02:45PM,Wasin So,MH424,01/24/24-05/13/24,26,2024,Spring
CS 42 (Section 06),29085,In Person,Discrete Mathematics,,3.0,SEM,TR,03:00PM-04:15PM,Lining Wang,MH424,01/24/24-05/13/24,27,2024,Spring
CS 42 (Section 08),29715,In Person,Discrete Mathematics,,3.0,SEM,TR,10:30AM-11:45AM,Lining Wang,DH318,01/24/24-05/13/24,25,2024,Spring
CS 42X (Section 01),29168,In Person,Discrete Mathematics,,3.0,LEC,MW,10:30AM-11:45AM,Richard Low,MH320,01/24/24-05/13/24,9,2024,Spring
CS 42X (Section 02),29169,In Person,Discrete Mathematics,,3.0,LEC,MW,12:00PM-01:15PM,Mohammad Saleem,MH323,01/24/24-05/13/24,10,2024,Spring
CS 42X (Section 03),29170,In Person,Discrete Mathematics,,3.0,LEC,MW,01:30PM-02:45PM,Richard Low,MH320,01/24/24-05/13/24,9,2024,Spring
CS 42X (Section 04),29171,In Person,Discrete Mathematics,,3.0,LEC,TR,12:00PM-01:15PM,Lining Wang,MH424,01/24/24-05/13/24,10,2024,Spring
CS 42X (Section 05),29172,In Person,Discrete Mathematics,,3.0,LEC,TR,01:30PM-02:45PM,Wasin So,MH424,01/24/24-05/13/24,10,2024,Spring
CS 42X (Section 06),29173,In Person,Discrete Mathematics,,3.0,LEC,TR,03:00PM-04:15PM,Lining Wang,MH424,01/24/24-05/13/24,10,2024,Spring
CS 42X (Section 08),29714,In Person,Discrete Mathematics,,3.0,LEC,TR,10:30AM-11:45AM,Lining Wang,DH318,01/24/24-05/13/24,10,2024,Spring
CS 46A (Section 01),26752,In Person,Introduction to Programming,,4.0,LEC,TR,10:30AM-11:45AM,Sayma Akther,DH450,01/24/24-05/13/24,0,2024,Spring
CS 46A (Section 02),26950,Hybrid,Introduction to Programming,,4.0,LEC,MW,01:30PM-02:45PM,Mike Wood,SCI142,01/24/24-05/13/24,2,2024,Spring
CS 46A (Section 12),23005,In Person,Introduction to Programming,,4.0,LAB,F,11:00AM-01:50PM,Sayma Akther,MH235,01/24/24-05/13/24,0,2024,Spring
CS 46A (Section 15),23533,In Person,Introduction to Programming,,4.0,LAB,F,08:00AM-10:50AM,Mike Wood,MH225,01/24/24-05/13/24,3,2024,Spring
CS 46A (Section 16),24091,In Person,Introduction to Programming,,4.0,LAB,F,08:00AM-10:50AM,Mike Wood,MH422,01/24/24-05/13/24,11,2024,Spring
CS 46A (Section 17),28545,In Person,Introduction to Programming,,4.0,LAB,F,11:00AM-01:50PM,Mike Wood,MH422,01/24/24-05/13/24,0,2024,Spring
CS 46A (Section 18),28546,In Person,Introduction to Programming,,4.0,LAB,F,02:00PM-04:50PM,Mike Wood,MH422,01/24/24-05/13/24,1,2024,Spring
CS 46AW (Section 01),28547,In Person,Introduction to Programming Workshop,,1.0,LAB,F,08:00AM-10:50AM,Pranathi Kunadi,MH234,01/24/24-05/13/24,28,2024,Spring
CS 46AX (Section 02),28550,Hybrid,Introduction to Programming,,4.0,LEC,M,01:30PM-02:45PM,Mike Wood,SCI142,01/24/24-05/13/24,5,2024,Spring
CS 46AX (Section 13),28551,In Person,Introduction to Programming,,4.0,LAB,F,11:00AM-01:50PM,Mike Wood,MH422,01/24/24-05/13/24,0,2024,Spring
CS 46B (Section 01),22144,In Person,Introduction to Data Structures,,4.0,LEC,TR,12:00PM-01:15PM,Faranak Abri,SCI142,01/24/24-05/13/24,6,2024,Spring
CS 46B (Section 02),26948,In Person,Introduction to Data Structures,,4.0,LEC,MW,03:00PM-04:15PM,Chung-Wen Tsao,SCI164,01/24/24-05/13/24,43,2024,Spring
CS 46B (Section 11),22935,In Person,Introduction to Data Structures,,4.0,LAB,F,08:00AM-10:50AM,Faranak Abri,MH222,01/24/24-05/13/24,2,2024,Spring
CS 46B (Section 12),22936,In Person,Introduction to Data Structures,,4.0,LAB,F,11:00AM-01:50PM,Faranak Abri,MH222,01/24/24-05/13/24,1,2024,Spring
CS 46B (Section 13),22937,In Person,Introduction to Data Structures,,4.0,LAB,F,02:00PM-04:50PM,Faranak Abri,MH222,01/24/24-05/13/24,3,2024,Spring
CS 46B (Section 14),22938,In Person,Introduction to Data Structures,,4.0,LAB,F,11:00AM-01:50PM,Faranak Abri,MH223,01/24/24-05/13/24,0,2024,Spring
CS 46B (Section 15),22939,In Person,Introduction to Data Structures,,4.0,LAB,F,08:00AM-10:50AM,Chung-Wen Tsao,MH223,01/24/24-05/13/24,16,2024,Spring
CS 46B (Section 16),23018,In Person,Introduction to Data Structures,,4.0,LAB,F,02:00PM-04:50PM,Chung-Wen Tsao,MH223,01/24/24-05/13/24,20,2024,Spring
CS 47 (Section 03),28573,In Person,Introduction to Computer Systems,,3.0,SEM,MW,12:00PM-01:15PM,Chung-Wen Tsao,SCI311,01/24/24-05/13/24,0,2024,Spring
CS 47 (Section 04),28887,In Person,Introduction to Computer Systems,,3.0,SEM,MW,01:30PM-02:45PM,Pranavi Chaturvedula,MH225,01/24/24-05/13/24,0,2024,Spring
CS 100W (Section 03),28581,In Person,Technical Writing Workshop,WID,3.0,SEM,MW,03:00PM-04:15PM,Gregory Tomlinson,SCI311,01/24/24-05/13/24,0,2024,Spring
CS 100W (Section 04),30389,In Person,Technical Writing Workshop,WID,3.0,SEM,MW,03:00PM-04:15PM,Alesya Petty,MH422,01/24/24-05/13/24,0,2024,Spring
CS 100W (Section 80),20189,Fully Online,Technical Writing Workshop,WID,3.0,SEM,MW,09:00AM-10:15AM,Debra Caires,ONLINE,01/24/24-05/13/24,2,2024,Spring
CS 100W (Section 81),20724,Fully Online,Technical Writing Workshop,WID,3.0,SEM,MW,10:30AM-11:45AM,Debra Caires,ONLINE,01/24/24-05/13/24,2,2024,Spring
CS 100W (Section 82),24325,Fully Online,Technical Writing Workshop,WID,3.0,SEM,TR,06:00PM-07:15PM,Debra Caires,ONLINE,01/24/24-05/13/24,2,2024,Spring
CS 100W (Section 83),28580,Fully Online,Technical Writing Workshop,WID,3.0,SEM,TR,10:30AM-11:45AM,Debra Caires,ONLINE,01/24/24-05/13/24,1,2024,Spring
CS 146 (Section 01),22072,In Person,Data Structures and Algorithms,,3.0,LEC,MW,09:00AM-10:15AM,Nada Attar,MH225,01/24/24-05/13/24,0,2024,Spring
CS 146 (Section 02),22075,In Person,Data Structures and Algorithms,,3.0,LEC,MW,12:00PM-01:15PM,Nada Attar,MH225,01/24/24-05/13/24,0,2024,Spring
CS 146 (Section 03),22076,In Person,Data Structures and Algorithms,,3.0,LEC,MW,10:30AM-11:45AM,Navrati Saxena,DH450,01/24/24-05/13/24,0,2024,Spring
CS 146 (Section 04),26631,In Person,Data Structures and Algorithms,,3.0,LEC,MW,09:00AM-10:15AM,David Taylor,ISB878,01/24/24-05/13/24,7,2024,Spring
CS 146 (Section 05),26728,In Person,Data Structures and Algorithms,,3.0,LEC,MW,10:30AM-11:45AM,David Taylor,ISB878,01/24/24-05/13/24,8,2024,Spring
CS 146 (Section 06),22073,In Person,Data Structures and Algorithms,,3.0,LEC,MW,12:00PM-01:15PM,Anant Shukla,SH435,01/24/24-05/13/24,1,2024,Spring
CS 146 (Section 07),22074,In Person,Data Structures and Algorithms,,3.0,LEC,MW,06:00PM-07:15PM,Doug Case,DH450,01/24/24-05/13/24,1,2024,Spring
CS 146 (Section 09),28613,In Person,Data Structures and Algorithms,,3.0,LEC,TR,04:30PM-05:45PM,Chinmay Nilesh Mahagaonkar,DH450,01/24/24-05/13/24,1,2024,Spring
CS 146 (Section 11),30466,In Person,Data Structures and Algorithms,,3.0,LEC,TR,06:00PM-07:15PM,Vidya Rangasayee,MH422,01/24/24-05/13/24,4,2024,Spring
CS 147 (Section 01),28923,In Person,Computer Architecture,,3.0,SEM,TR,04:30PM-05:45PM,Chung-Wen Tsao,SCI311,01/24/24-05/13/24,16,2024,Spring
CS 147 (Section 02),28614,In Person,Computer Architecture,,3.0,SEM,TR,01:30PM-02:45PM,Chung-Wen Tsao,SCI311,01/24/24-05/13/24,7,2024,Spring
CS 149 (Section 01),26966,In Person,Operating Systems,,3.0,SEM,MW,07:30AM-08:45AM,Faramarz Mortezaie,SH435,01/24/24-05/13/24,0,2024,Spring
CS 149 (Section 02),28615,In Person,Operating Systems,,3.0,SEM,MW,04:30PM-05:45PM,Frank Butt,ISB784,01/24/24-05/13/24,8,2024,Spring
CS 149 (Section 03),22077,In Person,Operating Systems,,3.0,SEM,MW,12:00PM-01:15PM,William Andreopoulos,BBC204,01/24/24-05/13/24,1,2024,Spring
CS 151 (Section 02),21616,In Person,Object-Oriented Design,,3.0,SEM,MW,10:30AM-11:45AM,Jon Pearce,ISB782,01/24/24-05/13/24,6,2024,Spring
CS 151 (Section 03),21617,In Person,Object-Oriented Design,,3.0,SEM,MW,12:00PM-01:15PM,Jon Pearce,ISB782,01/24/24-05/13/24,10,2024,Spring
CS 151 (Section 04),22351,In Person,Object-Oriented Design,,3.0,SEM,MW,03:00PM-04:15PM,Jon Pearce,MH223,01/24/24-05/13/24,1,2024,Spring
CS 151 (Section 05),25066,In Person,Object-Oriented Design,,3.0,SEM,TR,01:30PM-02:45PM,Nidhi Zare,ISB878,01/24/24-05/13/24,5,2024,Spring
CS 151 (Section 06),26584,In Person,Object-Oriented Design,,3.0,SEM,MW,03:00PM-04:15PM,Ahmad Yazdankhah,ISB782,01/24/24-05/13/24,3,2024,Spring
CS 151 (Section 07),26968,In Person,Object-Oriented Design,,3.0,SEM,MW,04:30PM-05:45PM,Ahmad Yazdankhah,ISB782,01/24/24-05/13/24,2,2024,Spring
CS 152 (Section 01),28592,In Person,Programming Paradigms,,3.0,LEC,TR,03:00PM-04:15PM,Saptarshi Sengupta,ISB878,01/24/24-05/13/24,9,2024,Spring
CS 152 (Section 02),28593,In Person,Programming Paradigms,,3.0,LEC,TR,04:30PM-05:45PM,Saptarshi Sengupta,ISB878,01/24/24-05/13/24,8,2024,Spring
CS 152 (Section 03),28594,In Person,Programming Paradigms,,3.0,LEC,TR,09:00AM-10:15AM,Prayuj Pillai,ISB876,01/24/24-05/13/24,8,2024,Spring
CS 152 (Section 04),28595,In Person,Programming Paradigms,,3.0,LEC,TR,12:00PM-01:15PM,Rula Khayrallah,ISB878,01/24/24-05/13/24,9,2024,Spring
CS 154 (Section 01),28596,In Person,Formal Languages and Computability,,3.0,SEM,TR,10:30AM-11:45AM,Yan Chen,ISB784,01/24/24-05/13/24,6,2024,Spring
CS 154 (Section 02),28597,In Person,Formal Languages and Computability,,3.0,SEM,TR,12:00PM-01:15PM,Yan Chen,ISB784,01/24/24-05/13/24,7,2024,Spring
CS 154 (Section 80),28636,Fully Online,Formal Languages and Computability,,3.0,SEM,TR,04:30PM-05:45PM,Ahmad Yazdankhah,ONLINE,01/24/24-05/13/24,1,2024,Spring
CS 154 (Section 81),28637,Fully Online,Formal Languages and Computability,,3.0,SEM,TR,06:00PM-07:15PM,Ahmad Yazdankhah,ONLINE,01/24/24-05/13/24,2,2024,Spring
CS 157A (Section 01),22471,In Person,Introduction to Database Management Systems,,3.0,SEM,TR,06:00PM-07:15PM,Ramin Moazeni,SH100,01/24/24-05/13/24,5,2024,Spring
CS 157A (Section 02),26635,In Person,Introduction to Database Management Systems,,3.0,SEM,TR,10:30AM-11:45AM,Sanket Kulkarni,SH435,01/24/24-05/13/24,1,2024,Spring
CS 157A (Section 03),30297,In Person,Introduction to Database Management Systems,,3.0,SEM,MW,01:30PM-02:45PM,Aravind Rokkam,SCI311,01/24/24-05/13/24,3,2024,Spring
CS 160 (Section 01),28639,In Person,Software Engineering,,3.0,SEM,MW,06:00PM-07:15PM,Frank Butt,MH422,01/24/24-05/13/24,14,2024,Spring
CS 160 (Section 02),30220,In Person,Software Engineering,,3.0,SEM,TR,06:00PM-07:15PM,Brian Tsao,MH225,01/24/24-05/13/24,11,2024,Spring
CS 160 (Section 03),30249,In Person,Software Engineering,,3.0,SEM,MW,06:00PM-07:15PM,Katherine Soohoo,SCI311,01/24/24-05/13/24,0,2024,Spring
CS 166 (Section 01),22110,In Person,Information Security,,3.0,LEC,MW,03:00PM-04:15PM,Chao-Li Tarng,BBC004,01/24/24-05/13/24,0,2024,Spring
CS 166 (Section 02),23317,In Person,Information Security,,3.0,LEC,TR,12:00PM-01:15PM,Mark Stamp,BBC202,01/24/24-05/13/24,8,2024,Spring
EE 30 (Section 01),20910,In Person,Introduction to Programming Micro-Controllers for Electrical Engineering,,3.0,LEC,MW,12:00PM-12:50PM,Chao-Li Tarng,ENG345,01/24/24-05/13/24,0,2024,Spring
EE 30 (Section 02),26711,In Person,Introduction to Programming Micro-Controllers for Electrical Engineering,,0,LAB,M,06:00PM-08:45PM,Bhawandeep Singh Harsh,ENG307,01/24/24-05/13/24,0,2024,Spring
EE 30 (Section 03),24205,In Person,Introduction to Programming Micro-Controllers for Electrical Engineering,,0,LAB,T,06:00PM-08:45PM,Bhawandeep Singh Harsh,ENG307,01/24/24-05/13/24,3,2024,Spring
EE 97 (Section 01),20464,In Person,Introductory Electrical Engineering Laboratory,,1.0,LAB,M,01:30PM-04:15PM,K Ghadiri,ENG249,01/24/24-05/13/24,1,2024,Spring
EE 97 (Section 02),20465,In Person,Introductory Electrical Engineering Laboratory,,1.0,LAB,T,01:30PM-04:15PM,K Ghadiri,ENG249,01/24/24-05/13/24,1,2024,Spring
EE 97 (Section 03),22616,In Person,Introductory Electrical Engineering Laboratory,,1.0,LAB,W,01:30PM-04:15PM,K Ghadiri,ENG249,01/24/24-05/13/24,1,2024,Spring
EE 97 (Section 04),21147,In Person,Introductory Electrical Engineering Laboratory,,1.0,LAB,R,01:30PM-04:15PM,K Ghadiri,ENG249,01/24/24-05/13/24,0,2024,Spring
EE 97 (Section 05),30241,In Person,Introductory Electrical Engineering Laboratory,,1.0,LAB,F,09:30AM-12:15PM,K Ghadiri,ENG249,01/24/24-05/13/24,0,2024,Spring
EE 97 (Section 06),30355,In Person,Introductory Electrical Engineering Laboratory,,1.0,LAB,F,01:00PM-03:45PM,K Ghadiri,ENG249,01/24/24-05/13/24,8,2024,Spring
EE 98 (Section 01),20187,In Person,Introduction to Circuit Analysis,,3.0,SEM,MW,10:30AM-11:45AM,Nader Mir,ENG345,01/24/24-05/13/24,1,2024,Spring
EE 98 (Section 02),21166,In Person,Introduction to Circuit Analysis,,3.0,SEM,TR,10:30AM-11:45AM,Jalel Rejeb,ENG327,01/24/24-05/13/24,1,2024,Spring
EE 98 (Section 03),22353,In Person,Introduction to Circuit Analysis,,3.0,SEM,MW,12:00PM-01:15PM,Nader Mir,ENG303,01/24/24-05/13/24,1,2024,Spring
EE 98 (Section 04),24210,In Person,Introduction to Circuit Analysis,,3.0,SEM,TR,12:00PM-01:15PM,Jalel Rejeb,ENG345,01/24/24-05/13/24,1,2024,Spring
EE 98 (Section 05),27430,In Person,Introduction to Circuit Analysis,,3.0,SEM,MW,04:30PM-05:45PM,Jalel Rejeb,ENG345,01/24/24-05/13/24,1,2024,Spring
EE 98 (Section 06),28812,In Person,Introduction to Circuit Analysis,,3.0,SEM,TR,04:30PM-05:45PM,Robert Morelos-Zaragoza,ENG403,01/24/24-05/13/24,0,2024,Spring
EE 102 (Section 01),21992,In Person,Probability and Statistics in Electrical,,3.0,LEC,MW,09:00AM-10:15AM,Eveline Bellegarda,ENG345,01/24/24-05/13/24,7,2024,Spring
EE 102 (Section 02),27432,In Person,Probability and Statistics in Electrical,,3.0,LEC,MW,04:30PM-05:45PM,Juzi Zhao,DMH234,01/24/24-05/13/24,20,2024,Spring
EE 110 (Section 01),24211,In Person,Circuits and Systems,,3.0,SEM,MW,03:00PM-04:15PM,David Parent,ENG401,01/24/24-05/13/24,0,2024,Spring
EE 110 (Section 02),28813,In Person,Circuits and Systems,,3.0,SEM,MW,03:00PM-04:15PM,Tan Nguyen,ENG403,01/24/24-05/13/24,0,2024,Spring
EE 110L (Section 01),21478,In Person,Continuous and Discrete Time Systems Lab,,1.0,LAB,F,09:30AM-12:15PM,Sai Vikram Adithya Bokka,ENG258,01/24/24-05/13/24,0,2024,Spring
EE 110L (Section 03),26793,In Person,Continuous and Discrete Time Systems Lab,,1.0,LAB,F,12:30PM-03:15PM,Nikhil Vaitla,ENG258,01/24/24-05/13/24,0,2024,Spring
EE 112 (Section 01),20119,In Person,Introduction to Signal Processing,,3.0,SEM,TR,10:30AM-11:45AM,Essam Marouf,ENG345,01/24/24-05/13/24,1,2024,Spring
EE 112 (Section 02),27434,In Person,Introduction to Signal Processing,,3.0,SEM,TR,01:30PM-02:45PM,Essam Marouf,ENG303,01/24/24-05/13/24,1,2024,Spring
EE 118 (Section 01),20588,In Person,Digital Logic Circuit Design,,4.0,SEM,TR,07:30AM-08:45AM,Jeonghee Kim,ENG345,01/24/24-05/13/24,4,2024,Spring
EE 118 (Section 02),20540,In Person,Digital Logic Circuit Design,,0,LAB,M,12:00PM-02:45PM,Tejaswani Dasari,ENG305,01/24/24-05/13/24,0,2024,Spring
EE 118 (Section 03),20466,In Person,Digital Logic Circuit Design,,0,LAB,W,12:00PM-02:45PM,Sai Prasanna Kumar Varikallu,ENG305,01/24/24-05/13/24,0,2024,Spring
EE 118 (Section 05),26776,In Person,Digital Logic Circuit Design,,0,LAB,R,03:00PM-05:45PM,Likith Sodishetty Venkataramana,ENG305,01/24/24-05/13/24,0,2024,Spring
EE 120 (Section 06),29452,In Person,Microprocessor Based System Design,,4.0,SEM,MW,01:30PM-02:45PM,Jeonghee Kim,ENG345,01/24/24-05/13/24,1,2024,Spring
EE 120 (Section 07),29453,In Person,Microprocessor Based System Design,,0,LAB,M,10:30AM-01:15PM,Venkata Satya Kanaka Madhav Gadhamsetty,ENG307,01/24/24-05/13/24,0,2024,Spring
EE 120 (Section 08),29454,In Person,Microprocessor Based System Design,,0,LAB,W,10:30AM-01:15PM,Chendhra Sheker Nagula,ENG307,01/24/24-05/13/24,0,2024,Spring
EE 120 (Section 09),29455,In Person,Microprocessor Based System Design,,0,LAB,T,12:00PM-02:45PM,Sreeja Manda,ENG307,01/24/24-05/13/24,0,2024,Spring
EE 120 (Section 10),30242,In Person,Microprocessor Based System Design,,0,LAB,M,03:00PM-05:45PM,Naga Vardhan Maddala,ENG307,01/24/24-05/13/24,4,2024,Spring
EE 122 (Section 01),20121,In Person,Electronic Design I,,4.0,SEM,TR,09:00AM-10:15AM,Sotoudeh Hamedi-Hagh,ENG345,01/24/24-05/13/24,0,2024,Spring
EE 122 (Section 02),28482,In Person,Electronic Design I,,4.0,SEM,TR,07:30AM-08:45AM,Sotoudeh Hamedi-Hagh,ENG340,01/24/24-05/13/24,7,2024,Spring
EE 122 (Section 03),20705,In Person,Electronic Design I,,0,LAB,M,10:30AM-01:15PM,Meghna Shankar,ENG290,01/24/24-05/13/24,0,2024,Spring
EE 122 (Section 04),26641,In Person,Electronic Design I,,0,LAB,W,10:30AM-01:15PM,Zeel Jatinkumar Lia,ENG290,01/24/24-05/13/24,0,2024,Spring
