Section,Number,Mode,Title,Satifies,Unit,Type,Days,Times,Instructor,Location,Dates,Seats,Year,Semester
CHEM 1A (Section 38),50628,In Person,General Chemistry,,0,LAB,W,02:30PM-05:20PM,Brandon Barrios,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 39),50689,In Person,General Chemistry,,0,LAB,W,07:30AM-10:20AM,Karen Singmaster,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 40),50690,In Person,General Chemistry,,0,LAB,T,07:30AM-10:20AM,Laura Kapitzky,DH507,08/21/24-12/09/24,0,2024,Fall
CHEM 1A (Section 41),50731,In Person,General Chemistry,,0,LAB,M,11:30AM-02:20PM,Jose Ramirez,DH507,08/21/24-12/09/24,0,2024,Fall
CMPE 102 (Section 01),42293,In Person,Assembly Language Programming,,3.0,SEM,MW,09:00AM-10:15AM,Faramarz Mortezaie,ENG325,08/21/24-12/09/24,0,2024,Fall
CMPE 102 (Section 02),42635,In Person,Assembly Language Programming,,3.0,SEM,W,06:00PM-08:45PM,Michael Lam,ENG325,08/21/24-12/09/24,0,2024,Fall
CMPE 102 (Section 03),45407,In Person,Assembly Language Programming,,3.0,SEM,TR,10:30AM-11:45AM,Loc Lam,DBH133,08/21/24-12/09/24,1,2024,Fall
CMPE 102 (Section 04),46664,In Person,Assembly Language Programming,,3.0,SEM,TR,01:30PM-02:45PM,Bhawandeep Singh Harsh,ENG337,08/21/24-12/09/24,2,2024,Fall
CMPE 110 (Section 01),41828,In Person,Electronics for Computing Systems,,3.0,LEC,MW,12:00PM-12:50PM,Jahan Ghofraniha,ENG337,08/21/24-12/09/24,2,2024,Fall
CMPE 110 (Section 02),41829,In Person,Electronics for Computing Systems,,3.0,LAB,T,01:30PM-04:20PM,Jahan Ghofraniha,ENG286,08/21/24-12/09/24,1,2024,Fall
CMPE 110 (Section 03),43655,In Person,Electronics for Computing Systems,,3.0,LAB,T,04:30PM-07:15PM,Jahan Ghofraniha,ENG286,08/21/24-12/09/24,0,2024,Fall
CMPE 110 (Section 07),50831,In Person,Electronics for Computing Systems,,3.0,LAB,M,09:00AM-11:50AM,Joshita Atmakuri,ENG286,08/21/24-12/09/24,2,2024,Fall
CMPE 120 (Section 01),42294,In Person,Computer Organization and Architecture,,3.0,SEM,MW,01:30PM-02:45PM,Bhawandeep Singh Harsh,CCB102,08/21/24-12/09/24,0,2024,Fall
CMPE 120 (Section 02),47003,In Person,Computer Organization and Architecture,,3.0,SEM,TR,04:30PM-05:45PM,Bhawandeep Singh Harsh,ENG340,08/21/24-12/09/24,5,2024,Fall
CMPE 124 (Section 01),41832,In Person,Digital Design I,,3.0,SEM,MW,01:30PM-02:20PM,Rafael Kaliski,ENG337,08/21/24-12/09/24,0,2024,Fall
CMPE 124 (Section 02),41833,In Person,Digital Design I,,3.0,LAB,M,02:30PM-05:20PM,Rafael Kaliski,ENG278,08/21/24-12/09/24,0,2024,Fall
CMPE 124 (Section 07),50259,In Person,Digital Design I,,3.0,LAB,W,02:30PM-05:20PM,Rafael Kaliski,ENG278,08/21/24-12/09/24,0,2024,Fall
CMPE 124 (Section 08),50832,In Person,Digital Design I,,3.0,LAB,W,09:00AM-11:50AM,Shireen Faraha Shaik,ENG278,08/21/24-12/09/24,6,2024,Fall
CMPE 125 (Section 01),40198,In Person,Digital Design II,,3.0,SEM,MW,03:00PM-03:50PM,Jahan Ghofraniha,ENG337,08/21/24-12/09/24,0,2024,Fall
CMPE 125 (Section 02),45411,In Person,Digital Design II,,3.0,LAB,W,04:30PM-07:20PM,Jahan Ghofraniha,ENG288,08/21/24-12/09/24,0,2024,Fall
CMPE 125 (Section 03),46939,In Person,Digital Design II,,3.0,LAB,M,04:30PM-07:20PM,Jahan Ghofraniha,ENG288,08/21/24-12/09/24,0,2024,Fall
CMPE 125 (Section 07),50351,In Person,Digital Design II,,3.0,LAB,T,09:00AM-11:50AM,Jahan Ghofraniha,ENG288,08/21/24-12/09/24,0,2024,Fall
CMPE 126 (Section 01),43017,In Person,Algorithms and Data Structure Design,,3.0,LEC,TR,09:00AM-09:50AM,Faramarz Mortezaie,ENG337,08/21/24-12/09/24,6,2024,Fall
CMPE 126 (Section 02),41840,In Person,Algorithms and Data Structure Design,,3.0,LAB,T,01:30PM-04:15PM,Aditya Nagaraj Shanbhog,ENG206,08/21/24-12/09/24,0,2024,Fall
CMPE 126 (Section 03),41841,In Person,Algorithms and Data Structure Design,,3.0,LAB,R,04:30PM-07:15PM,Pratik Korat,ENG206,08/21/24-12/09/24,0,2024,Fall
CMPE 126 (Section 07),50833,In Person,Algorithms and Data Structure Design,,3.0,LAB,R,01:30PM-04:20PM,Aditya Nagaraj Shanbhog,ENG206,08/21/24-12/09/24,7,2024,Fall
CMPE 127 (Section 01),42316,In Person,Microprocessor Design I,,3.0,SEM,MW,09:00AM-09:50AM,Charan Bhaskar,CL222,08/21/24-12/09/24,3,2024,Fall
CMPE 127 (Section 02),46665,In Person,Microprocessor Design I,,3.0,LAB,W,12:00PM-02:45PM,Harika Kolipaka,ENG268,08/21/24-12/09/24,3,2024,Fall
CMPE 127 (Section 03),46940,In Person,Microprocessor Design I,,3.0,LAB,M,12:00PM-02:45PM,Harika Kolipaka,ENG268,08/21/24-12/09/24,0,2024,Fall
CMPE 127 (Section 04),47762,In Person,Microprocessor Design I,,3.0,SEM,MW,12:00PM-12:50PM,Hossein Omidian,ENG325,08/21/24-12/09/24,11,2024,Fall
CMPE 127 (Section 07),50748,In Person,Microprocessor Design I,,3.0,LAB,M,09:00AM-11:45AM,Harika Kolipaka,ENG268,08/21/24-12/09/24,0,2024,Fall
CMPE 130 (Section 01),42317,In Person,Advanced Algorithm Design,,3.0,LEC,T,06:00PM-08:45PM,Pouya Ostovari,ENG329,08/21/24-12/09/24,0,2024,Fall
CMPE 130 (Section 02),50478,In Person,Advanced Algorithm Design,,3.0,LEC,TR,03:00PM-04:15PM,Frank Lin,SH240,08/21/24-12/09/24,8,2024,Fall
CMPE 131 (Section 01),49380,In Person,Software Engineering I,,3.0,SEM,TR,10:30AM-11:45AM,Daphne Chen,DH318,08/21/24-12/09/24,0,2024,Fall
CMPE 131 (Section 02),42320,In Person,Software Engineering I,,3.0,SEM,R,06:00PM-08:45PM,Frank Butt,ENG340,08/21/24-12/09/24,1,RO - Not available to Open University students.,2024,Fall
CMPE 131 (Section 04),50210,In Person,Software Engineering I,,3.0,SEM,T,06:00PM-08:45PM,Andrew Bond,ENG303,08/21/24-12/09/24,1,2024,Fall
CMPE 131 (Section 05),50656,In Person,Software Engineering I,,3.0,SEM,W,07:30PM-10:15PM,Frank Butt,ENG301,08/21/24-12/09/24,14,2024,Fall
CMPE 133 (Section 01),42533,In Person,Software Engineering II,,3.0,LEC,W,06:00PM-08:45PM,Ishie Eswar,CL117,08/21/24-12/09/24,0,2024,Fall
CMPE 133 (Section 02),42834,In Person,Software Engineering II,,3.0,LEC,T,06:00PM-08:45PM,Ishie Eswar,ENG339,08/21/24-12/09/24,0,2024,Fall
CMPE 140 (Section 01),40527,In Person,Computer Architecture and Design,,3.0,SEM,MW,03:00PM-03:50PM,Bhawandeep Singh Harsh,ENG343,08/21/24-12/09/24,10,2024,Fall
CMPE 140 (Section 02),40573,In Person,Computer Architecture and Design,,3.0,LAB,M,08:30AM-11:15AM,Bhawandeep Singh Harsh / Sanjayvarma Pandeti,ENG288,08/21/24-12/09/24,0,2024,Fall
CMPE 140 (Section 03),41114,In Person,Computer Architecture and Design,,3.0,LAB,M,11:30AM-02:20PM,Bhawandeep Singh Harsh / Sanjayvarma Pandeti,ENG288,08/21/24-12/09/24,2,2024,Fall
CMPE 140 (Section 04),50857,In Person,Computer Architecture and Design,,3.0,LAB,W,08:30AM-11:20AM,Bhawandeep Singh Harsh / Shireen Faraha Shaik,ENG288,08/21/24-12/09/24,8,2024,Fall
CMPE 142 (Section 01),49382,In Person,Operating Systems Design,,3.0,SEM,MW,01:30PM-02:45PM,Daphne Chen,ENG232,08/21/24-12/09/24,12,2024,Fall
CMPE 146 (Section 01),43018,In Person,Real-Time Embedded System Co-Design,,3.0,SEM,MW,10:30AM-11:20AM,Wo-Tak Wu,ENG337,08/21/24-12/09/24,3,2024,Fall
CMPE 146 (Section 02),43590,In Person,Real-Time Embedded System Co-Design,,3.0,LAB,M,11:30AM-02:15PM,Wo-Tak Wu,ENG405,08/21/24-12/09/24,4,2024,Fall
CMPE 146 (Section 03),43591,In Person,Real-Time Embedded System Co-Design,,3.0,LAB,W,11:30AM-02:15PM,Wo-Tak Wu,ENG405,08/21/24-12/09/24,4,2024,Fall
CMPE 148 (Section 01),42322,In Person,Computer Networks I,,3.0,SEM,T,06:00PM-08:45PM,Eric Vanuska,CL310,08/21/24-12/09/24,1,2024,Fall
CMPE 148 (Section 02),43260,In Person,Computer Networks I,,3.0,SEM,W,06:00PM-08:45PM,Mark Ammar Rayes,CL224,08/21/24-12/09/24,0,2024,Fall
CMPE 148 (Section 03),48947,In Person,Computer Networks I,,3.0,SEM,MW,07:30AM-08:45AM,Balaji Venkatraman,ENG329,08/21/24-12/09/24,4,2024,Fall
CMPE 152 (Section 01),46185,In Person,Compiler Design,,3.0,LEC,MW,01:30PM-02:45PM,Charan Bhaskar,ENG343,08/21/24-12/09/24,0,2024,Fall
CMPE 165 (Section 01),42534,In Person,Software Engineering Process Management,,3.0,SEM,M,06:00PM-08:45PM,Ishie Eswar,CL224,08/21/24-12/09/24,0,2024,Fall
CMPE 165 (Section 02),44473,In Person,Software Engineering Process Management,,3.0,SEM,MW,10:30AM-11:45AM,Hsin-Yi Meng,ENG303,08/21/24-12/09/24,9,2024,Fall
CMPE 172 (Section 01),46186,In Person,Enterprise Software Platforms,,3.0,LEC,MW,03:00PM-04:15PM,Charan Bhaskar,ENG325,08/21/24-12/09/24,2,2024,Fall
CMPE 172 (Section 02),46753,In Person,Enterprise Software Platforms,,3.0,LEC,MW,10:30AM-11:45AM,Charan Bhaskar,ENG325,08/21/24-12/09/24,3,2024,Fall
CMPE 187 (Section 01),44474,In Person,Software Quality Engineering,,3.0,SEM,TR,03:00PM-04:15PM,Zeyu Gao,ENG337,08/21/24-12/09/24,0,2024,Fall
CMPE 187 (Section 02),46599,In Person,Software Quality Engineering,,3.0,SEM,R,06:00PM-08:45PM,Zeyu Gao,ENG337,08/21/24-12/09/24,9,2024,Fall
CMPE 195A (Section 01),42324,In Person,Senior Design Project I,GE: S,2.0,LAB,F,2024,Fall
CMPE 195A (Section 02),50353,In Person,Senior Design Project I,GE: S,2.0,LAB,F,03:00PM-05:45PM,Wencen Wu,ENG189,08/21/24-12/09/24,5,2024,Fall
CMPE 195B (Section 01),42325,In Person,Senior Design Project II,GE: V,3.0,LAB,F,2024,Fall
TBA,F,2024,Fall
TBA,Wencen Wu,ENG189,2024,Fall
CMPE 195B (Section 02),50262,In Person,Senior Design Project II,GE: V,3.0,LAB,F,03:00PM-05:45PM,Wencen Wu,ENG189,08/21/24-12/09/24,0,2024,Fall
CMPE 30 (Section 01),43729,In Person,Programming Concepts and Methodology,,3.0,LEC,MW,08:00AM-08:50AM,Faramarz Mortezaie,CL222,08/21/24-12/09/24,1,RO - Not available to Open University students.,2024,Fall
CMPE 30 (Section 02),43888,In Person,Programming Concepts and Methodology,,3.0,LAB,M,03:00PM-05:45PM,Aditya Nagaraj Shanbhog,ENG405,08/21/24-12/09/24,0,RO - Not available to Open University students.,2024,Fall
CMPE 30 (Section 03),45404,In Person,Programming Concepts and Methodology,,3.0,LAB,W,03:00PM-05:45PM,Pratik Korat,ENG405,08/21/24-12/09/24,1,RO - Not available to Open University students.,2024,Fall
CMPE 50 (Section 01),46165,In Person,Object-Oriented Concepts and Methodology,,3.0,LEC,TR,01:30PM-02:20PM,Chao-Li Tarng,BBC220,08/21/24-12/09/24,1,2024,Fall
CMPE 50 (Section 02),46166,In Person,Object-Oriented Concepts and Methodology,,3.0,LAB,T,04:30PM-07:20PM,David Archer,ENG489,08/21/24-12/09/24,1,2024,Fall
CMPE 50 (Section 03),46167,In Person,Object-Oriented Concepts and Methodology,,3.0,LAB,R,04:30PM-07:20PM,David Archer,ENG489,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 01),43155,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,04:30PM-05:45PM,Craig Jones,MH422,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 02),47137,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,03:00PM-04:15PM,Alesya Petty,MH233,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 03),40693,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,01:30PM-02:45PM,Gregory Tomlinson,SCI311,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 04),50467,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,01:30PM-02:45PM,Craig Jones,MH233,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 05),50473,In Person,Technical Writing Workshop,WID,3.0,SEM,TR,04:30PM-05:45PM,Nathapong Shugan,MH233,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 06),50486,In Person,Technical Writing Workshop,WID,3.0,SEM,MW,12:00PM-01:15PM,Anne Cheilek,MH422,08/21/24-12/09/24,0,2024,Fall
CS 100W (Section 07),50487,In Person,Technical Writing Workshop,WID,3.0,SEM,MW,01:30PM-02:45PM,Anne Cheilek,MH422,08/21/24-12/09/24,0,2024,Fall
CS 146 (Section 01),45273,In Person,Data Structures and Algorithms,,3.0,LEC,MW,10:30AM-11:45AM,David Taylor,WSQ109,08/21/24-12/09/24,55,2024,Fall
CS 146 (Section 04),42291,In Person,Data Structures and Algorithms,,3.0,LEC,MW,06:00PM-07:15PM,Doug Case,DH450,08/21/24-12/09/24,0,2024,Fall
CS 146 (Section 05),50424,In Person,Data Structures and Algorithms,,3.0,LEC,TR,09:00AM-10:15AM,Ricky Koonming Chan,MH233,08/21/24-12/09/24,0,2024,Fall
